Tracts22.OBJECTID,Tracts22.STATEFP,Tracts22.COUNTYFP,Tracts22.TRACTCE,Tracts22.GEOID,Tracts22.NAME,Tracts22.NAMELSAD,Tracts22.MTFCC,Tracts22.FUNCSTAT,Tracts22.ALAND,Tracts22.AWATER,Tracts22.INTPTLAT,Tracts22.INTPTLON,Tracts22.Shape_Length,Tracts22.Shape_Area,Tracts22_Centroid_PA.PA2,Tracts22_Centroid_PA.SPDETAIL,Tracts22_Centroid_PA.SPDETAIL2
1068,34,007,603001,34007603001,6030.01,Census Tract 6030.01,G5020,S,1586240,0,+39.9566515,-075.0497079,0.086855408,0.000167191,1,METROPOLITAN,METRO
1069,34,007,603002,34007603002,6030.02,Census Tract 6030.02,G5020,S,1436033,0,+39.9565338,-075.0626494,0.06411314,0.000151359,1,METROPOLITAN,METRO
1070,34,007,603100,34007603100,6031,Census Tract 6031,G5020,S,1537015,0,+39.9502216,-075.0503373,0.076954337,0.000161988,1,METROPOLITAN,METRO
1071,34,007,603301,34007603301,6033.01,Census Tract 6033.01,G5020,S,4542080,0,+39.9269789,-075.0211699,0.104406674,0.000478534,1,METROPOLITAN,METRO
1072,34,007,603400,34007603400,6034,Census Tract 6034,G5020,S,5181493,4034,+39.9184468,-074.9881154,0.116838503,0.000546262,1,METROPOLITAN,METRO
1073,34,007,607504,34007607504,6075.04,Census Tract 6075.04,G5020,S,6085288,190234,+39.8350119,-074.9230864,0.120738949,0.000660282,2,SUBURBAN,SUBURBAN
1074,34,007,607505,34007607505,6075.05,Census Tract 6075.05,G5020,S,6352070,115421,+39.8310882,-074.9457227,0.142783883,0.000680461,1,METROPOLITAN,METRO
1075,34,039,031601,34039031601,316.01,Census Tract 316.01,G5020,S,482172,0,+40.6773442,-074.2111919,0.038391726,5.13582E-05,1,METROPOLITAN,METRO
1076,34,003,023602,34003023602,236.02,Census Tract 236.02,G5020,S,1096822,71325,+40.8759775,-074.0450424,0.053316785,0.000124791,1,METROPOLITAN,METRO
1077,34,003,004001,34003004001,40.01,Census Tract 40.01,G5020,S,844191,30480,+40.8793539,-074.0295331,0.044753715,9.34441E-05,1,METROPOLITAN,METRO
1078,34,039,031801,34039031801,318.01,Census Tract 318.01,G5020,S,570315,0,+40.6693903,-074.2279022,0.035228968,6.07395E-05,1,METROPOLITAN,METRO
1079,34,039,031904,34039031904,319.04,Census Tract 319.04,G5020,S,288073,2947,+40.6649360,-074.2218586,0.024895722,3.09916E-05,1,METROPOLITAN,METRO
1080,34,039,039900,34039039900,399,Census Tract 399,G5020,S,670963,8371,+40.6658748,-074.2156912,0.038166952,7.23467E-05,1,METROPOLITAN,METRO
1081,34,039,031802,34039031802,318.02,Census Tract 318.02,G5020,S,282443,5894,+40.6716415,-074.2229807,0.031525963,3.07094E-05,1,METROPOLITAN,METRO
1082,34,035,053801,34035053801,538.01,Census Tract 538.01,G5020,S,1762708,52339,+40.4998683,-074.5955290,0.078157343,0.000192825,2,SUBURBAN,SUBURBAN
1083,34,007,603501,34007603501,6035.01,Census Tract 6035.01,G5020,S,7411294,19362,+39.9005316,-074.9726164,0.152972711,0.00078257,1,METROPOLITAN,METRO
1084,34,007,603503,34007603503,6035.03,Census Tract 6035.03,G5020,S,4527445,18445,+39.8782493,-074.9846890,0.110833383,0.000478597,1,METROPOLITAN,METRO
1085,34,007,603504,34007603504,6035.04,Census Tract 6035.04,G5020,S,2430808,1416,+39.8706899,-074.9918181,0.105376013,0.000256042,1,METROPOLITAN,METRO
1086,34,007,603506,34007603506,6035.06,Census Tract 6035.06,G5020,S,5062806,0,+39.8885406,-074.9491578,0.122481146,0.000533102,1,METROPOLITAN,METRO
1087,34,007,603507,34007603507,6035.07,Census Tract 6035.07,G5020,S,6027595,0,+39.8744390,-074.9568181,0.126889369,0.000634563,1,METROPOLITAN,METRO
1088,34,017,019100,34017019100,191,Census Tract 191,G5020,S,152522,0,+40.7399172,-074.0371493,0.018584788,1.62608E-05,1,METROPOLITAN,METRO
1089,34,017,019300,34017019300,193,Census Tract 193,G5020,S,148765,0,+40.7370719,-074.0318678,0.02160169,1.58597E-05,1,METROPOLITAN,METRO
1090,34,017,032400,34017032400,324,Census Tract 324,G5020,S,339144,0,+40.7928412,-074.0134820,0.031398472,3.61856E-05,1,METROPOLITAN,METRO
1091,34,017,001201,34017001201,12.01,Census Tract 12.01,G5020,S,139358,0,+40.7369538,-074.0563093,0.015602785,1.48567E-05,1,METROPOLITAN,METRO
1092,34,007,607600,34007607600,6076,Census Tract 6076,G5020,S,5573837,111534,+39.8386603,-074.9704778,0.116523706,0.000598181,1,METROPOLITAN,METRO
1093,34,007,607702,34007607702,6077.02,Census Tract 6077.02,G5020,S,3118231,63228,+39.8249855,-074.9886746,0.096380692,0.000334695,1,METROPOLITAN,METRO
1094,34,007,607801,34007607801,6078.01,Census Tract 6078.01,G5020,S,2324212,30814,+39.8121796,-075.0170313,0.090207928,0.000247706,1,METROPOLITAN,METRO
1095,34,017,019000,34017019000,190,Census Tract 190,G5020,S,221599,0,+40.7425882,-074.0387528,0.026900147,2.36262E-05,1,METROPOLITAN,METRO
1096,34,017,004800,34017004800,48,Census Tract 48,G5020,S,1024634,350385,+40.7207032,-074.0954463,0.054606073,0.000146547,1,METROPOLITAN,METRO
1097,34,017,012700,34017012700,127,Census Tract 127,G5020,S,17406755,3435639,+40.7507388,-074.1105231,0.268965178,0.002222378,9,NEW JERSEY MEADOWLANDS,MEADOWLANDS
1098,34,017,016100,34017016100,161,Census Tract 161,G5020,S,122352,0,+40.7794444,-074.0180971,0.018823946,1.3052E-05,1,METROPOLITAN,METRO
1099,34,019,010701,34019010701,107.01,Census Tract 107.01,G5020,S,48601961,4825363,+40.6322148,-074.9649650,0.391069145,0.005687112,2,SUBURBAN,SUBURBAN
1100,34,019,011304,34019011304,113.04,Census Tract 113.04,G5020,S,10934102,28223,+40.4898208,-074.8037901,0.134791569,0.001164571,3,FRINGE,FRINGE
1101,34,019,010400,34019010400,104,Census Tract 104,G5020,S,55982620,378654,+40.6650355,-075.0119350,0.448469702,0.006002466,13,HIGHLANDS PRESERVATION,HIGHLANDS
1102,34,019,010100,34019010100,101,Census Tract 101,G5020,S,81961275,337665,+40.6922260,-074.7734304,0.510265938,0.008768302,13,HIGHLANDS PRESERVATION,HIGHLANDS
1103,34,019,011001,34019011001,110.01,Census Tract 110.01,G5020,S,31514771,965764,+40.6608203,-074.8607285,0.390748138,0.003458817,14,HIGHLANDS PLANNING AREA,HIGHLANDS PA
1104,34,019,010702,34019010702,107.02,Census Tract 107.02,G5020,S,59660440,363339,+40.5690334,-074.9312269,0.387468613,0.006382926,42,RURAL ENV. SENSITIVE,RURAL ENV SENS
1105,34,019,011600,34019011600,116,Census Tract 116,G5020,S,96352349,1207935,+40.4397619,-074.9563288,0.490055178,0.010355899,42,RURAL ENV. SENSITIVE,RURAL ENV SENS
1106,34,019,010802,34019010802,108.02,Census Tract 108.02,G5020,S,2336246,821,+40.6418618,-074.8333118,0.071615603,0.000248805,14,HIGHLANDS PLANNING AREA,HIGHLANDS PA
1107,34,019,011301,34019011301,113.01,Census Tract 113.01,G5020,S,43570522,309585,+40.5225627,-074.8778836,0.363086157,0.004663956,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
1108,34,019,010500,34019010500,105,Census Tract 105,G5020,S,60784407,1296856,+40.5980387,-075.1241652,0.420566487,0.006604656,14,HIGHLANDS PLANNING AREA,HIGHLANDS PA
1109,34,019,011800,34019011800,118,Census Tract 118,G5020,S,56065862,509351,+40.3790510,-074.8877350,0.421275764,0.005999723,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
1110,34,017,017000,34017017000,170,Census Tract 170,G5020,S,205798,0,+40.7689342,-074.0361912,0.020550859,2.195E-05,1,METROPOLITAN,METRO
1111,34,017,014501,34017014501,145.01,Census Tract 145.01,G5020,S,462258,0,+40.7989796,-074.0187720,0.02892443,4.93253E-05,1,METROPOLITAN,METRO
1112,34,017,014502,34017014502,145.02,Census Tract 145.02,G5020,S,319878,0,+40.7944872,-074.0230625,0.030469324,3.41307E-05,1,METROPOLITAN,METRO
1113,34,017,001701,34017001701,17.01,Census Tract 17.01,G5020,S,770962,46831,+40.7369768,-074.0769163,0.058109084,8.71836E-05,1,METROPOLITAN,METRO
1114,34,007,603601,34007603601,6036.01,Census Tract 6036.01,G5020,S,3670837,4797,+39.8857683,-075.0138190,0.096703472,0.000387028,1,METROPOLITAN,METRO
1115,34,007,603602,34007603602,6036.02,Census Tract 6036.02,G5020,S,2694707,0,+39.8983474,-075.0028168,0.072740652,0.000283786,1,METROPOLITAN,METRO
1116,34,007,603603,34007603603,6036.03,Census Tract 6036.03,G5020,S,2191204,0,+39.9069821,-074.9957273,0.075816753,0.00023079,1,METROPOLITAN,METRO
1117,34,007,603700,34007603700,6037,Census Tract 6037,G5020,S,2223267,38394,+39.9102160,-075.0164750,0.077656609,0.000238219,1,METROPOLITAN,METRO
1118,34,007,603800,34007603800,6038,Census Tract 6038,G5020,S,2174897,138730,+39.9168160,-075.0487040,0.087058161,0.000243718,1,METROPOLITAN,METRO
1119,34,007,607802,34007607802,6078.02,Census Tract 6078.02,G5020,S,1326109,12996,+39.8142211,-075.0022871,0.069378365,0.000140854,1,METROPOLITAN,METRO
1120,34,007,607900,34007607900,6079,Census Tract 6079,G5020,S,1169240,24856,+39.8205431,-075.0054446,0.052133179,0.000125615,1,METROPOLITAN,METRO
1121,34,017,003500,34017003500,35,Census Tract 35,G5020,S,89372,0,+40.7198114,-074.0489345,0.01246262,9.52538E-06,1,METROPOLITAN,METRO
1122,34,017,004000,34017004000,40,Census Tract 40,G5020,S,1564932,183672,+40.7291446,-074.0915519,0.060059734,0.000186384,1,METROPOLITAN,METRO
1123,34,017,004102,34017004102,41.02,Census Tract 41.02,G5020,S,237585,0,+40.7197051,-074.0710091,0.023231335,2.53221E-05,1,METROPOLITAN,METRO
1124,34,017,004600,34017004600,46,Census Tract 46,G5020,S,459149,0,+40.7102178,-074.0675923,0.03589511,4.89294E-05,1,METROPOLITAN,METRO
1125,34,017,004700,34017004700,47,Census Tract 47,G5020,S,878536,0,+40.7085382,-074.0625642,0.051710018,9.36193E-05,1,METROPOLITAN,METRO
1126,34,017,004900,34017004900,49,Census Tract 49,G5020,S,369559,0,+40.7137145,-074.0849329,0.026778603,3.93843E-05,1,METROPOLITAN,METRO
1127,34,017,005200,34017005200,52,Census Tract 52,G5020,S,376346,0,+40.7089087,-074.0852230,0.037677615,4.0105E-05,1,METROPOLITAN,METRO
1128,34,017,013100,34017013100,131,Census Tract 131,G5020,S,231152,20889,+40.7654927,-074.1525094,0.026546752,2.6881E-05,1,METROPOLITAN,METRO
1129,34,017,013300,34017013300,133,Census Tract 133,G5020,S,732414,83240,+40.7589647,-074.1592232,0.040625352,8.69842E-05,1,METROPOLITAN,METRO
1130,34,017,013400,34017013400,134,Census Tract 134,G5020,S,265535,56602,+40.7520111,-074.1621893,0.029127906,3.43495E-05,1,METROPOLITAN,METRO
1131,34,015,500202,34015500202,5002.02,Census Tract 5002.02,G5020,S,3459044,84818,+39.8531532,-075.1588404,0.108455182,0.000372967,1,METROPOLITAN,METRO
1132,34,015,500500,34015500500,5005,Census Tract 5005,G5020,S,23275568,7880372,+39.8347300,-075.2884822,0.312791472,0.003277889,1,METROPOLITAN,METRO
1133,34,015,500203,34015500203,5002.03,Census Tract 5002.03,G5020,S,5541118,171690,+39.8092586,-075.1878860,0.131247431,0.000600856,2,SUBURBAN,SUBURBAN
1134,34,015,501701,34015501701,5017.01,Census Tract 5017.01,G5020,S,33519345,14451,+39.6188800,-075.0321051,0.247373246,0.0035175,42,RURAL ENV. SENSITIVE,RURAL ENV SENS
1135,34,015,502100,34015502100,5021,Census Tract 5021,G5020,S,41168461,154238,+39.6935957,-075.2537794,0.324156634,0.004339266,4,RURAL,RURAL
1136,34,015,500205,34015500205,5002.05,Census Tract 5002.05,G5020,S,11640184,3329439,+39.8547281,-075.1986863,0.250855878,0.001575358,1,METROPOLITAN,METRO
1137,34,015,501103,34015501103,5011.03,Census Tract 5011.03,G5020,S,10411795,147502,+39.8093035,-075.0948020,0.187828809,0.001110611,1,METROPOLITAN,METRO
1138,34,015,501303,34015501303,5013.03,Census Tract 5013.03,G5020,S,2179804,88145,+39.7334644,-075.1401194,0.088894939,0.000238276,1,METROPOLITAN,METRO
1139,34,015,501102,34015501102,5011.02,Census Tract 5011.02,G5020,S,8763853,308432,+39.8434083,-075.1137738,0.141958217,0.000954682,1,METROPOLITAN,METRO
1140,34,015,501106,34015501106,5011.06,Census Tract 5011.06,G5020,S,13173124,62100,+39.7909009,-075.1270813,0.225628907,0.00139173,2,SUBURBAN,SUBURBAN
1141,34,015,501204,34015501204,5012.04,Census Tract 5012.04,G5020,S,3321249,44249,+39.7495133,-075.0372782,0.113814061,0.000353678,1,METROPOLITAN,METRO
1142,34,015,500204,34015500204,5002.04,Census Tract 5002.04,G5020,S,11364899,364505,+39.8236869,-075.1980236,0.16319627,0.00123397,1,METROPOLITAN,METRO
1143,34,015,501105,34015501105,5011.05,Census Tract 5011.05,G5020,S,3382918,0,+39.8221699,-075.1349112,0.085444232,0.000355875,1,METROPOLITAN,METRO
1144,34,015,501205,34015501205,5012.05,Census Tract 5012.05,G5020,S,7588350,14081,+39.7268644,-075.0347798,0.121987097,0.000798674,2,SUBURBAN,SUBURBAN
1145,34,015,501402,34015501402,5014.02,Census Tract 5014.02,G5020,S,9924917,30135,+39.6901367,-075.0941118,0.174582788,0.001045276,2,SUBURBAN,SUBURBAN
1146,34,039,031602,34039031602,316.02,Census Tract 316.02,G5020,S,858367,0,+40.6858566,-074.2090533,0.037030122,9.14396E-05,1,METROPOLITAN,METRO
1147,34,015,501403,34015501403,5014.03,Census Tract 5014.03,G5020,S,5984835,14199,+39.6998993,-075.1382320,0.119456039,0.00062998,1,METROPOLITAN,METRO
1148,34,015,501404,34015501404,5014.04,Census Tract 5014.04,G5020,S,2000840,10545,+39.7151440,-075.1268823,0.071768342,0.000211265,1,METROPOLITAN,METRO
1149,34,015,501606,34015501606,5016.06,Census Tract 5016.06,G5020,S,24423210,701348,+39.6507258,-074.9815525,0.261463377,0.002636545,,,
1150,34,015,501800,34015501800,5018,Census Tract 5018,G5020,S,4501732,7774,+39.5510409,-075.0102172,0.092117691,0.000472541,42,RURAL ENV. SENSITIVE,RURAL ENV SENS
1151,34,015,500702,34015500702,5007.02,Census Tract 5007.02,G5020,S,11878785,81786,+39.7674450,-075.1451627,0.197282541,0.001257245,1,METROPOLITAN,METRO
1152,34,015,501208,34015501208,5012.08,Census Tract 5012.08,G5020,S,6906517,87611,+39.7399642,-075.1015254,0.127375819,0.000734928,2,SUBURBAN,SUBURBAN
1153,34,015,501603,34015501603,5016.03,Census Tract 5016.03,G5020,S,6669588,1701,+39.6954784,-074.9935434,0.14252636,0.000700543,2,SUBURBAN,SUBURBAN
1154,34,013,002300,34013002300,23,Census Tract 23,G5020,S,498553,0,+40.7386751,-074.2321692,0.036375142,5.31513E-05,1,METROPOLITAN,METRO
1155,34,007,601400,34007601400,6014,Census Tract 6014,G5020,S,1572123,228528,+39.9315866,-075.0944044,0.068398673,0.000189721,1,METROPOLITAN,METRO
1156,34,007,610400,34007610400,6104,Census Tract 6104,G5020,S,1102538,0,+39.9412570,-075.1190702,0.04359238,0.000116183,1,METROPOLITAN,METRO
1157,34,035,050200,34035050200,502,Census Tract 502,G5020,S,931517,457,+40.5768373,-074.6114960,0.052715661,9.91212E-05,1,METROPOLITAN,METRO
1158,34,035,050400,34035050400,504,Census Tract 504,G5020,S,2176618,63821,+40.5637222,-074.6118790,0.098925974,0.000238239,1,METROPOLITAN,METRO
1159,34,035,050500,34035050500,505,Census Tract 505,G5020,S,1161959,18063,+40.5686897,-074.6321728,0.052579952,0.000125489,1,METROPOLITAN,METRO
1160,34,035,050600,34035050600,506,Census Tract 506,G5020,S,3996894,88603,+40.5713440,-074.6460263,0.12039209,0.000434502,1,METROPOLITAN,METRO
1161,34,035,050901,34035050901,509.01,Census Tract 509.01,G5020,S,9621905,54073,+40.6280669,-074.6151483,0.160553552,0.001029879,2,SUBURBAN,SUBURBAN
1162,34,035,051100,34035051100,511,Census Tract 511,G5020,S,949199,3700,+40.5636033,-074.5338263,0.050246043,0.000101327,1,METROPOLITAN,METRO
1163,34,035,051200,34035051200,512,Census Tract 512,G5020,S,1634765,81881,+40.5643099,-074.5446183,0.086567464,0.000182544,1,METROPOLITAN,METRO
1164,34,035,051300,34035051300,513,Census Tract 513,G5020,S,1718776,1862,+40.5718980,-074.5337215,0.073951683,0.00018299,1,METROPOLITAN,METRO
1165,34,035,051400,34035051400,514,Census Tract 514,G5020,S,2806990,121740,+40.5376413,-074.5865320,0.109776058,0.000311308,1,METROPOLITAN,METRO
1166,34,035,051500,34035051500,515,Census Tract 515,G5020,S,884074,2528,+40.5398323,-074.5959339,0.049488212,9.42432E-05,1,METROPOLITAN,METRO
1167,34,021,004501,34021004501,45.01,Census Tract 45.01,G5020,S,1579672,381,+40.3492803,-074.6535575,0.083855304,0.000167487,2,SUBURBAN,SUBURBAN
1168,34,035,051700,34035051700,517,Census Tract 517,G5020,S,900413,0,+40.6238450,-074.4299226,0.044367478,9.58309E-05,1,METROPOLITAN,METRO
1169,34,035,053402,34035053402,534.02,Census Tract 534.02,G5020,S,32911314,577422,+40.4223246,-074.5966760,0.285664857,0.003553586,4,RURAL,RURAL
1170,34,025,801100,34025801100,8011,Census Tract 8011,G5020,S,9669173,18918,+40.3908435,-074.1269359,0.159788018,0.001027576,8,OPEN SPACE,COUNTY PARK
1171,34,033,021101,34033021101,211.01,Census Tract 211.01,G5020,S,49484131,697846,+39.5622828,-075.1588371,0.331072652,0.005259644,42,RURAL ENV. SENSITIVE,RURAL ENV SENS
1172,34,033,021201,34033021201,212.01,Census Tract 212.01,G5020,S,86705311,1130633,+39.5583646,-075.3177437,0.40505919,0.009205805,4,RURAL,RURAL
1173,34,033,021700,34033021700,217,Census Tract 217,G5020,S,14285446,3775384,+39.6100961,-075.4887733,0.288300144,0.001894462,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
1174,34,033,021900,34033021900,219,Census Tract 219,G5020,S,1603855,176172,+39.5711565,-075.4630272,0.075058422,0.000186587,4,RURAL,RURAL
1175,34,033,022000,34033022000,220,Census Tract 220,G5020,S,1879864,0,+39.5610119,-075.4645882,0.06649848,0.000197023,4,RURAL,RURAL
1176,34,035,050100,34035050100,501,Census Tract 501,G5020,S,1334090,7870,+40.5720904,-074.6158916,0.075130674,0.000142717,1,METROPOLITAN,METRO
1177,34,033,022100,34033022100,221,Census Tract 221,G5020,S,2588340,1040205,+39.5702151,-075.4830208,0.099065076,0.000380343,4,RURAL,RURAL
1178,34,033,022202,34033022202,222.02,Census Tract 222.02,G5020,S,30901777,3656526,+39.5333174,-075.4984782,0.312054245,0.003620582,4,RURAL,RURAL
1179,34,005,702300,34005702300,7023,Census Tract 7023,G5020,S,1527134,44740,+39.9721899,-074.6865584,0.066541196,0.000165712,4,RURAL,RURAL
1180,34,035,050801,34035050801,508.01,Census Tract 508.01,G5020,S,8663687,54171,+40.6077557,-074.6522461,0.173704157,0.000927595,2,SUBURBAN,SUBURBAN
1181,34,035,052400,34035052400,524,Census Tract 524,G5020,S,15651373,126195,+40.7119558,-074.5432472,0.243795061,0.001681342,2,SUBURBAN,SUBURBAN
1182,34,035,053501,34035053501,535.01,Census Tract 535.01,G5020,S,18914776,509036,+40.5233915,-074.5538631,0.222140366,0.002064387,2,SUBURBAN,SUBURBAN
1183,34,023,003001,34023003001,30.01,Census Tract 30.01,G5020,S,1804444,5596,+40.5543813,-074.2871059,0.063969071,0.000192445,1,METROPOLITAN,METRO
1184,34,023,003002,34023003002,30.02,Census Tract 30.02,G5020,S,4044544,10275,+40.5524496,-074.3024047,0.082463099,0.000431098,1,METROPOLITAN,METRO
1185,34,023,003101,34023003101,31.01,Census Tract 31.01,G5020,S,1747357,1333,+40.5575547,-074.3247431,0.060288709,0.000185932,1,METROPOLITAN,METRO
1186,34,035,053905,34035053905,539.05,Census Tract 539.05,G5020,S,8694000,79844,+40.4546948,-074.6300525,0.161213695,0.000931486,2,SUBURBAN,SUBURBAN
1187,34,035,050704,34035050704,507.04,Census Tract 507.04,G5020,S,4820120,86266,+40.5791368,-074.6717188,0.11782989,0.00052185,1,METROPOLITAN,METRO
1188,34,005,700303,34005700303,7003.03,Census Tract 7003.03,G5020,S,8162289,1131787,+40.0129366,-074.9957136,0.154277079,0.00098041,1,METROPOLITAN,METRO
1189,34,005,700603,34005700603,7006.03,Census Tract 7006.03,G5020,S,6459163,1193118,+40.0265093,-074.9658060,0.15193607,0.000807361,1,METROPOLITAN,METRO
1190,34,005,700104,34005700104,7001.04,Census Tract 7001.04,G5020,S,2478052,1281805,+40.0027886,-075.0447486,0.107836445,0.000396545,8,OPEN SPACE,ENCUMBERED
1191,34,005,703201,34005703201,7032.01,Census Tract 7032.01,G5020,S,65603803,782284,+39.9168977,-074.6894875,0.594444577,0.006993006,,,
1192,34,005,700304,34005700304,7003.04,Census Tract 7003.04,G5020,S,1918848,88835,+39.9934802,-075.0139687,0.077331298,0.000211723,1,METROPOLITAN,METRO
1193,34,005,704011,34005704011,7040.11,Census Tract 7040.11,G5020,S,23475421,608290,+39.8131658,-074.8876182,0.251000532,0.002533257,,,
1194,34,005,704006,34005704006,7040.06,Census Tract 7040.06,G5020,S,2522822,4998,+39.8855283,-074.9296409,0.112369121,0.000266155,1,METROPOLITAN,METRO
1195,34,005,702400,34005702400,7024,Census Tract 7024,G5020,S,75513262,141771,+40.0395654,-074.7099397,0.547374894,0.007983345,4,RURAL,RURAL
1196,34,005,702810,34005702810,7028.10,Census Tract 7028.10,G5020,S,3501421,767895,+40.0240335,-074.9084866,0.1196379,0.000450419,8,OPEN SPACE,PARK
1197,34,005,701401,34005701401,7014.01,Census Tract 7014.01,G5020,S,51150918,410370,+40.0874160,-074.7122587,0.41557145,0.005444835,4,RURAL,RURAL
1198,34,005,703801,34005703801,7038.01,Census Tract 7038.01,G5020,S,37364466,680818,+39.8784959,-074.7970269,0.489460503,0.004005623,,,
1199,34,005,703700,34005703700,7037,Census Tract 7037,G5020,S,115129630,1448079,+39.7850030,-074.7171784,0.490068402,0.012255949,,,
1200,34,005,700502,34005700502,7005.02,Census Tract 7005.02,G5020,S,6043189,83246,+39.9713277,-074.9826588,0.114284412,0.000645883,1,METROPOLITAN,METRO
1201,34,005,704009,34005704009,7040.09,Census Tract 7040.09,G5020,S,8587334,61033,+39.8728255,-074.8712910,0.135501356,0.000910498,,,
1202,34,005,700505,34005700505,7005.05,Census Tract 7005.05,G5020,S,18526269,331600,+39.9935748,-074.9229335,0.228597616,0.001988628,3,FRINGE,FRINGE
1203,34,005,702203,34005702203,7022.03,Census Tract 7022.03,G5020,S,37062776,566275,+39.9409157,-074.6407158,0.34217377,0.003965262,,,
1204,34,005,700306,34005700306,7003.06,Census Tract 7003.06,G5020,S,2152005,10108,+39.9978723,-074.9852553,0.074860369,0.000228028,1,METROPOLITAN,METRO
1205,34,005,702206,34005702206,7022.06,Census Tract 7022.06,G5020,S,15968585,446866,+39.9649512,-074.5356285,0.222990267,0.001730411,,,
1206,34,005,701105,34005701105,7011.05,Census Tract 7011.05,G5020,S,9368635,89538,+40.0444122,-074.8450931,0.168515184,0.000998162,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
1207,34,005,702204,34005702204,7022.04,Census Tract 7022.04,G5020,S,25121644,116481,+39.9918085,-074.6801040,0.315785766,0.002661227,4,RURAL,RURAL
1208,34,005,701001,34005701001,7010.01,Census Tract 7010.01,G5020,S,5074160,7737,+40.0479570,-074.9123416,0.112123701,0.000536351,8,OPEN SPACE,ENCUMBERED
1209,34,005,701402,34005701402,7014.02,Census Tract 7014.02,G5020,S,5158390,15954,+40.0704731,-074.7511068,0.128748784,0.000546257,4,RURAL,RURAL
1210,34,005,703203,34005703203,7032.03,Census Tract 7032.03,G5020,S,8415925,317460,+39.8994605,-074.7122494,0.136882228,0.000919759,,,
1211,34,005,701303,34005701303,7013.03,Census Tract 7013.03,G5020,S,20167514,108452,+40.0951419,-074.7866089,0.250611716,0.002141266,4,RURAL,RURAL
1212,34,005,702910,34005702910,7029.10,Census Tract 7029.10,G5020,S,16986043,68862,+39.9489678,-074.8923946,0.194955304,0.001797435,2,SUBURBAN,SUBURBAN
1213,34,005,700403,34005700403,7004.03,Census Tract 7004.03,G5020,S,2104160,0,+39.9516495,-075.0003324,0.06753705,0.000221764,1,METROPOLITAN,METRO
1214,34,005,703804,34005703804,7038.04,Census Tract 7038.04,G5020,S,38695501,1577759,+39.8279529,-074.8339800,0.27994082,0.00423691,,,
1215,34,005,700701,34005700701,7007.01,Census Tract 7007.01,G5020,S,1446641,93860,+40.0341250,-074.9634662,0.065842584,0.000162549,1,METROPOLITAN,METRO
1216,34,005,702805,34005702805,7028.05,Census Tract 7028.05,G5020,S,2136935,0,+40.0265350,-074.8890769,0.063324162,0.000225462,1,METROPOLITAN,METRO
1217,34,005,702807,34005702807,7028.07,Census Tract 7028.07,G5020,S,2094538,18332,+40.0452726,-074.8941678,0.081984964,0.000222987,1,METROPOLITAN,METRO
1218,34,005,702207,34005702207,7022.07,Census Tract 7022.07,G5020,S,11870306,42531,+39.9585584,-074.5903284,0.194285849,0.001255646,,,
1219,34,005,703803,34005703803,7038.03,Census Tract 7038.03,G5020,S,7760241,298139,+39.8767584,-074.8461825,0.13251208,0.000848391,,,
1220,34,005,700405,34005700405,7004.05,Census Tract 7004.05,G5020,S,970696,0,+39.9471400,-074.9934242,0.05090356,0.000102298,1,METROPOLITAN,METRO
1221,34,005,703900,34005703900,7039,Census Tract 7039,G5020,S,2951904,336335,+39.8523917,-074.8127355,0.138972607,0.000346093,,,
1222,34,023,003300,34023003300,33,Census Tract 33,G5020,S,4085510,263211,+40.5309447,-074.2941382,0.128190778,0.000462198,1,METROPOLITAN,METRO
1223,34,023,003203,34023003203,32.03,Census Tract 32.03,G5020,S,1691739,0,+40.5269456,-074.3062934,0.056915707,0.000179796,1,METROPOLITAN,METRO
1224,34,023,007908,34023007908,79.08,Census Tract 79.08,G5020,S,2587615,74961,+40.4401909,-074.2897749,0.07546026,0.00028263,5,ENVIRONMENTALLY SENSITIVE,ENV SENS
1225,34,023,007909,34023007909,79.09,Census Tract 79.09,G5020,S,6477193,16797,+40.4158210,-074.2714585,0.124587124,0.000689036,2,SUBURBAN,SUBURBAN
1226,34,023,007910,34023007910,79.10,Census Tract 79.10,G5020,S,6281622,101505,+40.4343184,-074.2739583,0.134461109,0.000677439,8,OPEN SPACE,STATE PARK
1227,34,027,041200,34027041200,412,Census Tract 412,G5020,S,6847905,685265,+40.8908526,-074.4420319,0.129780271,0.000804929,1,METROPOLITAN,METRO
1228,34,027,041500,34027041500,415,Census Tract 415,G5020,S,12446000,366701,+40.8639243,-074.5018519,0.19474058,0.001368551,2,SUBURBAN,SUBURBAN
1229,34,027,041602,34027041602,416.02,Census Tract 416.02,G5020,S,4382206,268878,+40.8741102,-074.4550359,0.122175879,0.000496854,1,METROPOLITAN,METRO
1230,34,005,702500,34005702500,7025,Census Tract 7025,G5020,S,14840977,223647,+40.0002787,-074.7565469,0.166314175,0.001588836,2,SUBURBAN,SUBURBAN
1231,34,005,702915,34005702915,7029.15,Census Tract 7029.15,G5020,S,2383263,24501,+39.9609274,-074.8791827,0.069091129,0.000253796,2,SUBURBAN,SUBURBAN
1232,34,023,006606,34023006606,66.06,Census Tract 66.06,G5020,S,2886927,0,+40.4256844,-074.4331486,0.091294822,0.000306363,1,METROPOLITAN,METRO
